# Real team-pointer table, transcribed from carky12's "Punteros Equipos.pdf"
1756,Kryvbas,Ucrania
1757,Karpaty,Ucrania
1758,Vorskla Poltava,Ucrania
1801,Grevenmacher,Luxemburgo
1802,Jeunesse,Luxemburgo
1804,Avenir Beggen,Luxemburgo
1805,Vaduz,Liechtenstein
1851,Derry City,Irlanda
1852,Dundalk,Irlanda
1853,Shelbourne,Irlanda
1854,St. Patrick's Athletic,Irlanda
1855,Bohemians,Irlanda
1856,Sligo Rovers,Irlanda
1857,Shamrock Rovers,Irlanda
1858,University College Dublin,Irlanda
1859,Cork City,Irlanda
1860,Athlone Town,Irlanda
1861,Drogheda United,Irlanda
1862,Galway United,Irlanda
1901,Linfield,Irlanda del Norte
1902,Crusaders,Irlanda del Norte
1903,Glenavon,Irlanda del Norte
1904,Portadown,Irlanda del Norte
1905,Glentoran,Irlanda del Norte
1906,Cliftonville,Irlanda del Norte
1907,Ards,Irlanda del Norte
1908,Bangor,Irlanda del Norte
1909,Ballymena,Irlanda del Norte
1910,Coleraine,Irlanda del Norte
1911,Omagh,Irlanda del Norte
1912,Newry Town,Irlanda del Norte
1951,KR Reykjavik,Islandia
1952,Akranes,Islandia
1953,Fimleikafelag,Islandia
1954,IBV,Islandia
1955,Leiftur,Islandia
2002,TPV Tampere (Tampereen Pallo-Veikot),Finlandia
2003,MyPa,Finlandia
2004,Haka,Finlandia
2005,Jazz,Finlandia
2006,HJK Helsinki,Finlandia
2007,Jokerit,Finlandia
2051,Welshpool Town,Gales
2052,Bangor City,Gales
2053,Afan Lido,Gales
2054,Barry Town,Gales
2055,Newton,Gales
2056,Conwy United,Gales
2057,Fflint Town,Gales
2058,Caernarfon,Gales
2059,Cwmbran,Gales
2060,Inter Cardiff (Inter Cabletel),Gales
2061,Caerswrs,Gales
2062,Connah's Quay,Gales
2063,Ebbw Vale,Gales
2064,Llasantffraid,Gales
2065,Porthmadog,Gales
2066,Averyswyth Town,Gales
2067,Ton Pentre,Gales
2068,Rhyl FC,Gales
2069,Holywell Town,Gales
2070,Cemaes Bay,Gales
2071,Carmarthen Town,Gales
2072,Briton Ferry Athletic,Gales
2101,Maccabi Tel Aviv,Israel
2102,Maccabi Haifa,Israel
2103,Hapoël Be'er-Sheva,Israel
2104,Hapoël Tel-Aviv,Israel
2105,Hapoel Petah Tikva,Israel
2106,Beitar Jerusalén,Israel
2107,Hapoël Haifa,Israel
2108,Maccabi Petah-Tikva,Israel
2109,Hapoel Kfar-Saba,Israel
2110,Ironi Rishon LeZion,Israel
2111,Bnei-Yehuda Tel-Aviv,Israel
2112,Hapoel Beit-Shean,Israel
2113,Hapoel Jerusalem,Israel
2114,Maccabi Herzliya,Israel
2115,Hapoel Tsafririm Holon,Israel
2116,Hapoel Taibe,Israel
2151,Valletta,Malta
2152,Hibernians,Malta
2153,Sliema,Malta
2154,Floriana,Malta
2155,Birkirkara,Malta
2202,Klaksvikar Itrottarfelag,Islas Faroe
2203,Gotu Itrottarfelag,Islas Faroe
2204,HB Torshavn,Islas Faroe
2205,B36 Torshavn,Islas Faroe
2251,Zalguiris Vilnius,Lituania
2252,Inkaras Kaunas,Lituania
2253,Kareda S.,Lituania
2254,FK Zalguiris Kaunas,Lituania
2255,Ekranas Panevezys,Lituania
2256,Atlantas,Lituania
2401,Teuta,Albania
2402,Partizan Tirana,Albania
2403,SK Tirana,Albania
2404,Tomori Berat,Albania
2502,Dinamo Tbilisi,Georgia
2503,Dinamo Batumi,Georgia
2504,Lokomot. Tbilisi,Georgia
2505,Torpedo Kutaisi,Georgia
2506,Georgia Tbilisi,Georgia
2553,Constructorul,Moldavia
2554,Zimbru Chisinau,Moldavia
2556,Nistru Otaci,Moldavia
2601,Bolívar,Bolivia
2602,The Strongest,Bolivia
2603,Oriente Petrolero,Bolivia
2604,Blooming,Bolivia
2651,El Nacional,Ecuador
2652,Emelec,Ecuador
2653,Barcelona Guayaquil,Ecuador
2654,Liga D. Univers.,Ecuador
2701,Dinamo Minsk,Bielorrusia
2751,Universitario,Perú
2752,Alianza Lima,Perú
2753,Sporting Cristal,Perú
2800,Flamengo,Brasil
2801,Vasco da Gama,Brasil
2802,Palmeiras,Brasil
2803,Botafogo,Brasil
2804,Sao Paulo,Brasil
2805,Gremio,Brasil
2806,Corinthians,Brasil
2807,Santos,Brasil
2808,Fluminense,Brasil
2809,Cruzeiro,Brasil
2810,At. Paranaense,Brasil
2811,Juventude,Brasil
2812,Atlético Mineiro,Brasil
2813,Portuguesa,Brasil
2814,Internacional,Brasil
2900,Peñarol,Uruguay
2901,Nacional,Uruguay
2902,Wanderers,Uruguay
2903,River Plate (URU),Uruguay
2904,Bella Vista,Uruguay
2905,Danubio,Uruguay
2906,Defensor,Uruguay
2907,Huracán B.,Uruguay
2908,Liverpool,Uruguay
2909,Rampla Jrs.,Uruguay
2910,Rentistas,Uruguay
2911,Villa Española,Uruguay
2912,Cerro,Uruguay
2913,Racing,Uruguay
2951,Caracas,Venezuela
2952,Atlético Zulia,Venezuela
2953,Minervén,Venezuela
3000,U. de Chile,Chile
3001,U. Catolica,Chile
3002,Colo Colo,Chile
3003,Cobreloa,Chile
3004,Audax Italiano,Chile
3005,Coquimbo Unido,Chile
3006,Provincial Osorno,Chile
3007,Deportes La Serena,Chile
3008,Deportes Temuco,Chile
3009,Huachipato,Chile
3010,Palestino,Chile
3011,Deportes Concepción,Chile
3012,Deportes Puerto Montt,Chile
3013,Santiago Wanderers,Chile
3014,Unión Española,Chile
3015,Antofagasta,Chile
3100,A. de Cali,Colombia
3101,N. de Medellín,Colombia
3102,Millonarios,Colombia
3103,Once Caldas,Colombia
3104,Indep. Medellín,Colombia
3105,Indep. Santa Fe,Colombia
3106,Deportivo Cali,Colombia
3107,Atlético Junior,Colombia
3108,Deportes Tolima,Colombia
3109,Envigado,Colombia
3110,Atlético Bucaramanga,Colombia
3111,Unión Magdalena,Colombia
3112,Dep. Tuluá (Cortuluá),Colombia
3113,Deportivo Pereira,Colombia
3114,Dep. Quindío,Colombia
3115,Cúcuta Dep.,Colombia
3200,O. de Asunción,Paraguay
3201,Cerro Porteño,Paraguay
3202,Guaraní,Paraguay
3203,At. Colegiales,Paraguay
3300,Altrincham,Inglaterra
3301,Bath City,Inglaterra
3302,Bromsgrove Rovers,Inglaterra
3303,Dover Athletic,Inglaterra
3304,Farnborough Town,Inglaterra
3305,Gateshead,Inglaterra
3306,Halifax Town,Inglaterra
3307,Hayes,Inglaterra
3308,Hednesford Town,Inglaterra
3309,Kettering Town,Inglaterra
3310,Kidderminster Harriers,Inglaterra
3311,Macclesfield Town,Inglaterra
3312,Morecambe,Inglaterra
3313,Northwich Victoria,Inglaterra
3314,Rushden & Diamonds,Inglaterra
3315,Slough Town,Inglaterra
3316,Southport,Inglaterra
3317,Stalybridge Celtic,Inglaterra
3318,Stevenage Borough,Inglaterra
3319,Telford United,Inglaterra
3320,Welling United,Inglaterra
3321,Woking,Inglaterra
3322,Accrington Stanley,Inglaterra
3323,Alfreton Town,Inglaterra
3324,Bamber Bridge,Inglaterra
3325,Barrow,Inglaterra
3326,Bishop Auckland,Inglaterra
3327,Blyth Spartans,Inglaterra
3328,Boston United,Inglaterra
3329,Buxton,Inglaterra
3330,Chorley,Inglaterra
3331,Colwyn Bay,Inglaterra
4000,Skonto,Letonia
4001,Metalurgs Liepaja,Letonia
4002,Ventspils,Letonia
4003,Dinaburg,Letonia
4025,Pyunik,Armenia
4026,Tsement Ararat,Armenia
4027,FC Shirak,Armenia
4028,Ararat Erevan,Armenia
4029,Mika Ashtarak,Armenia
4050,Sileks,Macedonia
4051,Sloga,Macedonia
4052,Pobeda,Macedonia
4053,Cementarnica,Macedonia
4054,Rabotnicki,Macedonia
4055,Pelister,Macedonia
4075,Mozyr,Bielorrusia
4076,Dnepr,Bielorrusia
4077,Gomel,Bielorrusia
4078,Bate Borisov,Bielorrusia
4100,Lantana,Estonia
4101,Flora Tallinn,Estonia
4102,Levadia,Estonia
4103,Tulevik Viljanai,Estonia
4125,Neftchi Baku,Azerbaiyán
4126,Kapaz Ganja,Azerbaiyán
4127,Karabakh,Azerbaiyán
4128,Shamkir,Azerbaiyán
4200,Principat,Andorra
4201,Constantine,Argelia
4301,Carlton,Australia
4302,Northern Spirit,Australia
4303,Perth Glory,Australia
4304,Adelaida City,Australia
4305,Adelaida Sharks,Australia
4306,Brisbane Strikers,Australia
4307,Camberra Cosmos,Australia
4308,Gippsland,Australia
4309,Marconi Stallions,Australia
4310,Melbourne Knights,Australia
4311,Newcastle United,Australia
4312,South Melbourne,Australia
4313,Sydney Olympic,Australia
4314,Sydney United,Australia
4315,Wollongong,Australia
4401,Hyundai Horang,Corea del Sur
4501,Chicago Fire,USA
4502,Colorado R.,USA
4503,Columbus C.,USA
4504,D.C. United,USA
4505,Dallas Burns,USA
4506,Kansas C. W.,USA
4507,L.A. Galaxy,USA
4508,Miami F.,USA
4509,New England,USA
4510,Metrostars,USA
4511,San José E.,USA
4512,Tampa Bay,USA
4601,Persib,Indonesia
4701,Esteglhal,Irán
4802,Yokohama F. Marinos,Japón
4803,Verdy Kawasaki,Japón
4804,Nagoya Grampus,Japón
4805,Júbilo Iwata,Japón
4806,Consadale Sapporo,Japón
4807,Kashima Antlers,Japón
4808,Urawa Red,Japón
4809,Jef Utd. Ichihara,Japón
4810,Kashiwa Reysol,Japón
4811,Bellmare Hiratsuka,Japón
4812,Shimizu S Pulse,Japón
4813,Kyoto Purple,Japón
4814,Gamba Osaka,Japón
4815,Vissel Kobe,Japón
4816,Cerezo Osaka,Japón
4817,Sanfrecce Hiroshima,Japón
4818,Avispa Fukuoka,Japón
4901,Raja Casablanca,Marruecos
5001,Necaxa,México
5002,Celaya,México
5003,Guadalajara,México
5004,Veracruz,México
5005,América,México
5006,U.A.G.,México
5007,Puebla,México
5008,Atlas,México
5101,Shooting Stars,Nigeria
5201,Orlando Pirates,Sudáfrica
5202,Kaizer Chiefs,Sudáfrica
5203,Amazulu,Sudáfrica
5204,Manning Rangers,Sudáfrica
5205,Sundowns,Sudáfrica
5206,Mother City,Sudáfrica
5207,Bush Bucks,Sudáfrica
5208,Jomo Cosmos,Sudáfrica
5209,Wits University,Sudáfrica
5210,Free State Stars,Sudáfrica
5211,Hellenic,Sudáfrica
5212,Swallows,Sudáfrica
5213,Bloemfontein,Sudáfrica
5214,Vaal,Sudáfrica
5215,SuperSport,Sudáfrica
5216,Santos,Sudáfrica
5217,Ajax Cape Town,Sudáfrica
5218,Dynamos,Sudáfrica
5301,Etoile du Sahel,Túnez
5302,Esperance S.,Túnez
5401,Jedintsvo,Bosnia
5402,NK Brotnjo,Bosnia
5403,Zeljeznicar,Bosnia
5404,NK Buducnost,Bosnia
5500,Constellació,España
5501,F91 Dudelange,Luxemburgo
5502,Verín,España
5503,Viveiro,España
5504,Gondomar,España
5505,Cerceda,España
5506,Compostela B,España
5507,Pontenova,España
5508,Ponte Ourense,España
5509,Xove Lago,España
5510,Malpica,España
5511,Rápido de Bouzas,España
5512,Betanzos,España
5513,Pumarín,España
5514,Tuilla,España
5515,Astur,España
5516,Titánico,España
5517,Covadonga,España
5518,Turón,España
5519,Colloto,España
5520,Piloñesa,España
5521,Llanes,España
5522,Mosconia,España
5523,Valdesoto,España
5524,Trasona,España
5525,San Martín,España
5526,Ribadesella,España
5527,Navia,España
5528,Textil Escudo,España
5529,Bezana,España
5530,Velarde,España
5531,Deva,España
5532,Castro,España
5533,Villaescusa,España
5534,Naval,España
5535,Rayo Cantabria,España
5536,Guarnizo,España
5537,Laredo,España
5538,Ayrón,España
5539,Santoña,España
5540,Revilla,España
5541,Escobedo,España
5542,Albericia,España
5543,Cayón,España
5544,Barreda,España
5545,Ribamontán,España
5546,Amorebieta,España
5547,Lagun Onak,España
5548,Aurrerá B,España
5549,Alavés C,España
5550,Real Unión B,España
5551,Bergara,España
5552,Arenas,España
5553,Aurrerá Ondarroa,España
5554,Hernani,España
5555,Universidad PV,España
5556,Sodupe,España
5557,C. Durango,España
5558,Basconia,España
5559,Santboiá,España
5560,Reus Deportivo,España
5561,Tortosa,España
5562,Júpiter,España
5563,Guixols,España
5564,Palafrugell,España
5565,Vilassar,España
5566,Girona,España
5567,Banyoles,España
5568,Vilobí,España
5569,Badaloní,España
5570,Cornellá,España
5571,Balaguer,España
5572,Tárrega,España
5573,Europa,España
5574,Barcelona C,España
5575,Buñol,España
5576,Pego,España
5577,Vinarós,España
5578,Foios,España
5579,Castellón B,España
5580,Pinoso,España
5581,Denia,España
5582,Torrellano,España
5583,Elche B,España
5584,Santa Pola,España
5585,Burjassot,España
5586,Gimnástico,España
5587,Levante B,España
5588,Onda,España
5589,Eldense,España
5590,Alicante,España
5591,Vall de Uxó,España
5592,Pegaso,España
5593,Coslada,España
5594,Las Rozas,España
5595,At. Aviación,España
5596,Navalcarnero,España
5597,At. Pinto,España
5598,Puerta Bonita,España
5599,Parla,España
5600,Cercedilla,España
5601,Getafe B,España
5602,Rayo Vallecano B,España
5603,San Fernando (Hen),España
5604,Santa Ana,España
5605,Norma S.Leonardo,España
5606,Medinense,España
5607,Laguna,España
5608,Becerril,España
5609,Venta de Baños,España
5610,Hullera V. Leonesa,España
5611,Salamanca B,España
5612,Astorga,España
5613,Racing Lermeño,España
5614,Béjar Industrial,España
5615,Las Navas,España
5616,C. Leonesa B,España
5617,Benavente,España
5618,La Bañeza,España
5619,At. Bembibre,España
5620,Santa Marta,España
5621,Torredonjimeno,España
5622,Ubeda,España
5623,Alhaurino,España
5624,Loja,España
5625,Roquetas,España
5626,Los Boliches,España
5627,Arenas Armilla,España
5628,Granada 74,España
5629,Vandalia Inds.,España
5630,Iliturgi,España
5631,Fuengirola,España
5632,Málaga B,España
5633,San Pedro (Alc.),España
5634,Antequera,España
5635,Torremolinos,España
5636,Imperio,España
5637,Maracena,España
5638,Pozoblanco,España
5639,Los Barrios,España
5640,Los Palacios,España
5641,Córdoba B,España
5642,Cartaya,España
5643,Portuense,España
5644,Puerto Real,España
5645,Chiclana,España
5646,Recreativo B,España
5647,Serrallo,España
5648,San José,España
5649,Lucentino Ind.,España
5650,Ayamonte,España
5651,Tomares,España
5652,Jerez Ind.,España
5653,La Palma,España
5654,At. Sanluqueño,España
5655,Villanueva (Cór.),España
5656,Montuiri,España
5657,Manacor,España
5658,At. Baleares,España
5659,Sp. Mahonés,España
5660,At. Ciudadela,España
5661,Constancia,España
5662,Eivissa,España
5663,Santa Ponsa,España
5664,Poblense,España
5665,Playas Calviá,España
5666,Santa Eulalia,España
5667,Binisalem,España
5668,Montaura,España
5669,España,España
5670,Alayor,España
5671,Ferriolense,España
5672,Villafranca (Mal.),España
5673,Cardessar,España
5674,Pollensa,España
5675,Tenisca,España
5676,San Isidro,España
5677,Orotava,España
5678,Las Palmas B,España
5679,Doramas,España
5680,O. Marítima,España
5681,La Angostura,España
5682,Victoria,España
5683,Corralejo,España
5684,Las Zocas,España
5685,Tenerife B,España
5686,Unión Carrizal,España
5687,Castillo,España
5688,Telde,España
5689,La Oliva,España
5690,Ibarra,España
5691,Laguna (Ten.),España
5692,Univ. San Antón,España
5693,Molinense,España
5694,Jumilla,España
5695,Mazarrón,España
5696,Alquerías,España
5697,Ciudad de Murcia,España
5698,Murcia B,España
5699,Sangonera,España
5700,Realesa Las Palas,España
5701,Horadada,España
5702,Orihuela,España
5703,Pinatar,España
5704,Lumbreras,España
5705,O. Totana,España
5706,Bala Azul,España
5707,Cieza,España
5708,Caravaca,España
5709,Alhameño,España
5710,Monesterio,España
5711,Coria-Galco,España
5712,Badajoz B,España
5713,Montijo,España
5714,La Estrella,España
5715,Grabasa Burguillos,España
5716,Villafranca,España
5717,Villanovense,España
5718,Castuera,España
5719,Extremadura B,España
5720,Sanvicenteño,España
5721,Díter Zafra,España
5722,Valdelacalzada,España
5723,Cerro Reyes,España
5724,Moraleja,España
5725,Santa Amalia,España
5726,River Ebro,España
5727,Haro,España
5728,Urroztarra,España
5729,Aoiz,España
5730,Arnedo,España
5731,Agoncillo,España
5732,Valle de Egües,España
5733,Azkoyen,España
5734,Alberite,España
5735,Burladés,España
5736,Aluvión Cascante,España
5737,Beti Onak,España
5738,Oberena,España
5739,Artajonés,España
5740,Mirandés,España
5741,Alfaro,España
5742,Idoya,España
5743,Tamarite,España
5744,Lalueza,España
5745,Alcampel,España
5746,Barbastro,España
5747,Fraga,España
5748,Utebo,España
5749,Ebro,España
5750,Ejea,España
5751,Jacetano,España
5752,Sariñena,España
5753,Teruel,España
5754,Fuentes,España
5755,San Gregorio,España
5756,Zuera,España
5757,La Almunia,España
5758,Villanueva,España
5759,Puertollano,España
5760,Bolañego,España
5761,Cabanillas,España
5762,Talavera B,España
5763,Torpedo 66,España
5764,Cuenca,España
5765,Valdepeñas,España
5766,Piedrabuena,España
5767,Quintanar,España
5768,Gim. Alcázar,España
5769,Campillo,España
5770,Albacete B,España
5771,Hellín,España
5772,Almansa,España
5773,Villarrobledo,España
5774,Torrijos,España
5775,Manzanares,España
5776,Guadalajara,España
5777,Tomelloso,España
5778,Socuéllamos,España
5779,Peralta,España
5780,Villarreal B,España
9001,River,Argentina
9002,San Lorenzo,Argentina
9003,Vélez,Argentina
9004,Argentinos Jrs.,Argentina
9005,Newell's,Argentina
9006,Belgrano,Argentina
9007,Lanús,Argentina
9008,Banfield,Argentina
9009,Rosario Central,Argentina
9010,Gimnasia (LP),Argentina
9011,Independiente,Argentina
9012,Racing,Argentina
9013,Boca,Argentina
9014,Huracán,Argentina
9015,Platense,Argentina
9016,Gimnasia (J),Argentina
9017,Ferro,Argentina
9018,Dep. Español,Argentina
9019,Colón,Argentina
9020,Estudiantes (LP),Argentina
9021,Dep. Morón,Argentina
9022,Arsenal,Argentina
9023,Tigre,Argentina
9024,San Martín (Tuc),Argentina
9025,Ctral. Córdoba,Argentina
9026,Los Andes,Argentina
9027,Talleres (Cba),Argentina
9028,All Boys,Argentina
9029,Gimnasia y Tiro,Argentina
9030,Unión (Sta Fe),Argentina
9031,Godoy Cruz,Argentina
9032,San Martín (SJ),Argentina
9033,Atl. Rafaela,Argentina
9034,Huracán (Ctes),Argentina
9035,Nueva Chicago,Argentina
9036,Instituto (Cba),Argentina
9037,Quilmes,Argentina
9038,Douglas Haig,Argentina
9039,Atl. Tucumán,Argentina
9040,Chacarita Jrs.,Argentina
9041,Atlanta,Argentina
9042,Alte. Brown,Argentina
9043,San Miguel,Argentina
9044,Defensa y Just.,Argentina
9045,Aldosivi (M.P.),Argentina
9046,Almagro,Argentina
9047,Alte. Brown (Ar.),Argentina
9048,Cipolletti (RN),Argentina
9050,Dep. Italiano,Argentina
9051,Estudiantes (B.A.),Argentina
9052,Olimpo,Argentina
9053,San Martín (Mza),Argentina
9054,Juv. Antoniana,Argentina
9055,Gim. Entre Ríos,Argentina
9056,El Porvenir,Argentina
9057,Argentino Ros.,Argentina
9058,Temperley,Argentina
9059,Independente (Mza),Argentina
9060,Villa Mitre,Argentina
9061,Racing (Cor),Argentina
9900,Estrellas España,
9901,Estrellas Italia,
9902,Estrellas Inglaterra,
9903,Estrellas Argentina,
9950,Jugadores Libres,
9955,Juveniles España,
9956,Juveniles Inglaterra,
9957,Juveniles Italia,
9958,Juveniles Argentina,
